date,forecast_sales,forecast_lower,forecast_upper,actual_sales,level,group_name
2017-11-30,0.0,-1.3140575752226573e-09,1.1975651778812965e-09,0.0,actual_sales,all
2017-12-31,0.0,-1.3124249125976092e-09,1.2893760415094132e-09,0.0,actual_sales,all
2018-01-31,0.0,-1.3224103284669417e-09,1.3291009167654137e-09,0.0,actual_sales,all
2018-02-28,0.0,-1.249651953100238e-09,1.2049555857978968e-09,0.0,actual_sales,all
2018-03-31,0.0,-1.2190906901484268e-09,1.3084621093626012e-09,0.0,actual_sales,all
2018-04-30,0.0,-1.2563761841458736e-09,1.3077868741633198e-09,0.0,actual_sales,all
2018-05-31,0.0,-1.2149270293182436e-09,1.4042428336697904e-09,0.0,actual_sales,all
2018-06-30,0.0,-1.2620562125277065e-09,1.2338555784286714e-09,0.0,actual_sales,all
2018-07-31,0.0,-1.2928952311208554e-09,1.2470747500812535e-09,0.0,actual_sales,all
2018-08-31,0.0,-1.2994669059473694e-09,1.3330733064414617e-09,0.0,actual_sales,all
2018-09-30,0.0,-1.2694325732270678e-09,1.3534151508757741e-09,0.0,actual_sales,all
2018-10-31,0.0,-1.2645578296531136e-09,1.2886718067468106e-09,0.0,actual_sales,all
2018-11-30,0.0,-1.2374884497679078e-09,1.3237418308313476e-09,,actual_sales,all
2018-12-31,0.0,-1.265046066071904e-09,1.2987992351261437e-09,,actual_sales,all
2019-01-31,0.0,-1.441004891861551e-09,1.3227598202889473e-09,,actual_sales,all
2019-02-28,0.0,-1.4581193311685777e-09,1.5711391253153235e-09,,actual_sales,all
2019-03-31,0.0,-1.7448358319324484e-09,1.9422095651665554e-09,,actual_sales,all
2019-04-30,0.0,-2.098268084768953e-09,2.140827579876298e-09,,actual_sales,all
2019-05-31,0.0,-2.484844488726286e-09,2.3456900679636936e-09,,actual_sales,all
2019-06-30,0.0,-2.897632932826456e-09,2.822229224913182e-09,,actual_sales,all
2019-07-31,0.0,-3.376249483030894e-09,3.3059235684317306e-09,,actual_sales,all
2019-08-31,0.0,-3.806276827966568e-09,3.864401708474878e-09,,actual_sales,all
2019-09-30,0.0,-4.315432626682727e-09,4.586268847708476e-09,,actual_sales,all
2019-10-31,0.0,-5.128693579393548e-09,4.85200976366695e-09,,actual_sales,all
2014-01-31,4666.183940207554,4666.183288321646,4666.18464779389,4666.153172543266,category,Furniture
2014-02-28,1629.5033789363279,1629.5027475654751,1629.504064492437,1629.5096910055636,category,Furniture
2014-03-31,10865.063185180956,10865.062462903017,10865.06384004615,10865.0916921913,category,Furniture
2014-04-30,7776.300100400348,7776.299343806601,7776.300836073503,7776.252773452394,category,Furniture
2014-05-31,8842.834410134034,8842.833661973616,8842.835135219106,8842.850354537944,category,Furniture
2014-06-30,10299.466825963707,10299.466156919922,10299.46752682527,10299.45680557674,category,Furniture
2014-07-31,10597.574953761257,10597.57421889644,10597.57562923884,10597.502969074683,category,Furniture
2014-08-31,8690.695955300333,8690.695254072743,8690.696668291326,8690.687381964271,category,Furniture
2014-09-30,24532.88163085036,24532.880935211753,24532.88234045514,24532.88928500885,category,Furniture
2014-10-31,12408.568903470696,12408.5682473955,12408.569671259616,12408.563964056955,category,Furniture
2014-11-30,27720.081719442816,27720.081005422,27720.082475728977,27720.104126848622,category,Furniture
2014-12-31,26586.994895147833,26586.99419892673,26586.995571065032,26587.011564674656,category,Furniture
2015-01-31,7823.405263737679,7823.404584706986,7823.405929030648,7823.377502350504,category,Furniture
2015-02-28,3497.4506213250625,3497.449899305034,3497.45129778501,3497.458671968916,category,Furniture
2015-03-31,13658.761487113296,13658.760771630057,13658.762190669382,13658.79503995977,category,Furniture
2015-04-30,9371.190844417793,9371.190188621451,9371.19158644119,9371.145997307674,category,Furniture
2015-05-31,8799.909716013604,8799.909054202773,8799.91037668795,8799.93057400241,category,Furniture
2015-06-30,10975.379920263496,10975.379232213489,10975.380638479764,10975.370743516729,category,Furniture
2015-07-31,13647.768323591026,13647.76763047148,13647.768969976107,13647.700115429525,category,Furniture
2015-08-31,10127.770131625155,10127.769444037902,10127.770781979478,10127.764677241486,category,Furniture
2015-09-30,26883.216923064156,26883.216168297684,26883.217611843538,26883.22840252561,category,Furniture
2015-10-31,14617.301918216852,14617.301246052066,14617.302641153907,14617.301005509778,category,Furniture
2015-11-30,28904.36934500392,28904.368619966608,28904.37007294342,28904.391953315782,category,Furniture
2015-12-31,25382.44689943848,25382.446207331803,25382.44759883148,25382.4682285202,category,Furniture
2016-01-31,11036.163156125082,11036.162501664883,11036.163917388434,11036.139146778374,category,Furniture
2016-02-29,4392.36544414528,4392.364734614584,4392.366122925148,4392.379138054723,category,Furniture
2016-03-31,11707.484267892829,11707.483543658333,11707.484970874077,11707.519568492213,category,Furniture
2016-04-30,10927.688802836015,10927.688100986028,10927.689547113947,10927.644898533616,category,Furniture
2016-05-31,15361.343079823786,15361.34234332567,15361.343754463203,15361.364370556055,category,Furniture
2016-06-30,15567.021752403269,15567.021020623508,15567.022431624999,15567.021362504976,category,Furniture
2016-07-31,11064.11787714656,11064.117163314451,11064.118580204498,11064.051945192128,category,Furniture
2016-08-31,12315.459588954844,12315.458910579637,12315.460286727543,12315.457136647465,category,Furniture
2016-09-30,26300.98659682378,26300.985936440662,26300.987287894943,26300.99895732533,category,Furniture
2016-10-31,14402.936531610336,14402.935861699349,14402.93723428763,14402.940011886109,category,Furniture
2016-11-30,31691.675601821888,31691.674864440683,31691.67629547946,31691.703338074665,category,Furniture
2016-12-31,35551.22970000579,35551.229014442775,35551.2303953438,35551.2528205469,category,Furniture
2017-01-31,8050.814314353984,8050.813598988079,8050.814949591747,8050.792927423856,category,Furniture
2017-02-28,6251.339504220716,6251.338846259294,6251.340195166042,6251.355708533089,category,Furniture
2017-03-31,14538.057413997807,14538.056722630448,14538.058053116807,14538.095687668954,category,Furniture
2017-04-30,12619.216365642751,12619.215695787554,12619.217081588238,12619.17759728552,category,Furniture
2017-05-31,15354.782714074712,15354.782066505983,15354.783386385245,15354.80655942923,category,Furniture
2017-06-30,16154.530220102195,16154.529512902176,16154.53090816516,16154.532329569967,category,Furniture
2017-07-31,14060.056441562172,14060.055721828037,14060.057139934432,14059.99328194676,category,Furniture
2017-08-31,13743.905422826985,13743.904736412864,13743.906129974852,13743.90611873577,category,Furniture
2017-09-30,28662.622638849178,28662.621931035017,28662.62334815999,28662.63966637921,category,Furniture
2017-10-31,16661.063086188024,16661.062376768692,16661.063763616312,16661.06866168249,category,Furniture
2017-11-30,32973.82186719442,32973.821224503205,32973.822581031614,32973.85259645192,category,Furniture
2017-12-31,34301.97874650324,34301.97813520238,34301.97944908169,34302.00465065011,category,Furniture
2018-01-31,11152.37335747865,11152.372661123069,11152.374030634817,11152.356063312747,category,Furniture
2018-02-28,8115.742996306859,8115.742277169598,8115.743646577134,8115.762046589183,category,Furniture
2018-03-31,17351.35838122141,17351.357661253784,17351.359013574816,17351.398812014682,category,Furniture
2018-04-30,14262.64771719831,14262.647053698265,14262.648405658305,14262.612890954002,category,Furniture
2018-05-31,15329.236195033609,15329.235492596064,15329.236854686202,15329.265236718267,category,Furniture
2018-06-30,16785.921806026072,16785.92110909286,16785.922516514605,16785.924685459762,category,Furniture
2018-07-31,17084.08490214779,17084.08419785856,17084.085567946368,17084.025613239817,category,Furniture
2018-08-31,15177.260744403655,15177.26002499613,15177.261411729929,15177.264789786004,category,Furniture
2018-09-30,31019.49949158015,31019.4987698165,31019.500183613192,31019.51968928697,category,Furniture
2018-10-31,18895.24137710153,18895.24061152209,18895.242098519404,18895.2491313643,category,Furniture
2018-11-30,34206.807278795706,34206.80658336779,34206.80800233686,34206.84228988992,category,Furniture
2018-12-31,33073.77530975446,33073.774593814094,33073.77600630825,33073.80449012184,category,Furniture
2019-01-31,14310.238897835732,14310.236852623219,14310.240582107199,,category,Furniture
2019-02-28,9984.3323246156,9984.325519636655,9984.338027710532,,category,Furniture
2019-03-31,20145.700482469478,20145.686803326924,20145.71243640656,,category,Furniture
2019-04-30,15858.18528375043,15858.163549217,15858.205032025504,,category,Furniture
2019-05-31,15286.956559356422,15286.924573945213,15286.986861836569,,category,Furniture
2019-06-30,17462.47747717116,17462.43391869545,17462.519154123915,,category,Furniture
2019-07-31,20134.921392812696,20134.866423896707,20134.974567812907,,category,Furniture
2019-08-31,16614.978713164903,16614.91244609285,16615.043759716973,,category,Furniture
2019-09-30,33370.47973055617,33370.40047088113,33370.5602851741,,category,Furniture
2019-10-31,21104.620759188787,21104.528930031152,21104.717117649237,,category,Furniture
2019-11-30,35391.72262919516,35391.61688533137,35391.83602160009,,category,Furniture
2019-12-31,31869.83577494885,31869.715514555428,31869.96253459204,,category,Furniture
2014-01-31,5136.883085957395,5136.877729306251,5136.888387079584,5136.853294630294,category,Office Supplies
2014-02-28,1995.2971984300339,1995.2918241768862,1995.3025521485445,1995.2611269514791,category,Office Supplies
2014-03-31,10336.163584701339,10336.158106946514,10336.168691013572,10336.167753943457,category,Office Supplies
2014-04-30,8735.807350290339,8735.802397154577,8735.812252397436,8735.811002639164,category,Office Supplies
2014-05-31,5816.480957582184,5816.475652529255,5816.486169609735,5816.499698622445,category,Office Supplies
2014-06-30,8537.745487804199,8537.740476798052,8537.750575583881,8537.707327373677,category,Office Supplies
2014-07-31,5895.803065597644,5895.7984173042405,5895.808248360034,5895.809107628144,category,Office Supplies
2014-08-31,11504.530898335192,11504.525666847687,11504.535944492496,11504.562531118088,category,Office Supplies
2014-09-30,21630.99272104144,21630.987876383002,21630.997748486505,21630.95999463298,category,Office Supplies
2014-10-31,9313.617058009217,9313.612324051855,9313.621883270318,9313.603782323396,category,Office Supplies
2014-11-30,22692.426760680173,22692.421883402403,22692.431736390943,22692.43475109366,category,Office Supplies
2014-12-31,19654.997134882986,19654.991919428412,19655.002154682752,19655.05020122515,category,Office Supplies
2015-01-31,5801.413197632523,5801.407813360957,5801.418399022582,5801.378707294981,category,Office Supplies
2015-02-28,6973.688801124832,6973.6837386091065,6973.694005108086,6973.653958822071,category,Office Supplies
2015-03-31,14009.728425207784,14009.72354206063,14009.733612581624,14009.732222755236,category,Office Supplies
2015-04-30,12616.307296246823,12616.301915271519,12616.31209101661,12616.310338976153,category,Office Supplies
2015-05-31,7098.513686479884,7098.509057228942,7098.518683281743,7098.532585186351,category,Office Supplies
2015-06-30,11147.941524265685,11147.936575336866,11147.946588488496,11147.901637981524,category,Office Supplies
2015-07-31,7478.642153015048,7478.637080697987,7478.647030874174,7478.648685833017,category,Office Supplies
2015-08-31,14775.339108513108,14775.33381704715,14775.344074585364,14775.369128301703,category,Office Supplies
2015-09-30,25205.32641671619,25205.321778252655,25205.33169784569,25205.29239503905,category,Office Supplies
2015-10-31,11646.430429975879,11646.425286371188,11646.435322479727,11646.431123092958,category,Office Supplies
2015-11-30,29164.6153670184,29164.61052059024,29164.62042196817,29164.59584547898,category,Office Supplies
2015-12-31,18722.35448662815,18722.349575681168,18722.35962790441,18722.42001365975,category,Office Supplies
2016-01-31,6529.930861132763,6529.925811348182,6529.935768010986,6529.896841909862,category,Office Supplies
2016-02-29,3434.165492428874,3434.1603467515783,3434.170343782252,3434.1304498414866,category,Office Supplies
2016-03-31,14196.469290564779,14196.464257699983,14196.47411054339,14196.473558353318,category,Office Supplies
2016-04-30,12070.954033950027,12070.949188028191,12070.9591500258,12070.950100785609,category,Office Supplies
2016-05-31,14387.76705939073,14387.762164155029,14387.77199568218,14387.788025019505,category,Office Supplies
2016-06-30,14554.871929797844,14554.866749574101,14554.877025973663,14554.83207030212,category,Office Supplies
2016-07-31,14036.710162856289,14036.705360260981,14036.715191866277,14036.714000591246,category,Office Supplies
2016-08-31,16314.046822727665,16314.041623405501,16314.051409414475,16314.078284555912,category,Office Supplies
2016-09-30,25723.461801288857,25723.45679537019,25723.46731394673,25723.42726563016,category,Office Supplies
2016-10-31,15962.72534792804,15962.720462785494,15962.7306279862,15962.719766921073,category,Office Supplies
2016-11-30,20789.86936728232,20789.864230077324,20789.874417825846,20789.85906503859,category,Office Supplies
2016-12-31,32519.901863987066,32519.896895209084,32519.90706968977,32519.960848156115,category,Office Supplies
2017-01-31,15772.154812660625,15772.149919051493,15772.159684328064,15772.121340304744,category,Office Supplies
2017-02-28,8309.492293940271,8309.487105850698,8309.497354296973,8309.455979423783,category,Office Supplies
2017-03-31,17892.86496830517,17892.859927827038,17892.86989836084,17892.86757464377,category,Office Supplies
2017-04-30,16049.050264376541,16049.045153614312,16049.055353000917,16049.050059113672,category,Office Supplies
2017-05-31,15742.453592680498,15742.448570044826,15742.458826566735,15742.469686988556,category,Office Supplies
2017-06-30,17169.743856297762,17169.73858846174,17169.749125992836,17169.70564562837,category,Office Supplies
2017-07-31,15578.592064113278,15578.587143286166,15578.597410447612,15578.595151884809,category,Office Supplies
2017-08-31,19513.832557720918,19513.827701028375,19513.837485987104,19513.859865602317,category,Office Supplies
2017-09-30,29300.124733787405,29300.12011445914,29300.1296395749,29300.09609709801,category,Office Supplies
2017-10-31,18249.174435323843,18249.169459039094,18249.17938188554,18249.16546037799,category,Office Supplies
2017-11-30,27397.13004583708,27397.124917337154,27397.134983319174,27397.11764856393,category,Office Supplies
2017-12-31,31753.193371021996,31753.18827112016,31753.198354638604,31753.24826768405,category,Office Supplies
2018-01-31,16381.308079278628,16381.302942973361,16381.313025607064,16381.27917702198,category,Office Supplies
2018-02-28,13240.075392037328,13240.070260458693,13240.079791684544,13240.03788308335,category,Office Supplies
2018-03-31,21581.332821501084,21581.32765042751,21581.338243627983,21581.332976842143,category,Office Supplies
2018-04-30,19981.35159392369,19981.346464272112,19981.357001693355,19981.35216115388,category,Office Supplies
2018-05-31,17062.412708257318,17062.4076757434,17062.417461052562,17062.42932357483,category,Office Supplies
2018-06-30,19784.05287325223,19784.04786303156,19784.058438782853,19784.01288733953,category,Office Supplies
2018-07-31,17142.498606985184,17142.493408983875,17142.503454318543,17142.50313378209,category,Office Supplies
2018-08-31,22751.616182488353,22751.61121569542,22751.621039253674,22751.64502402018,category,Office Supplies
2018-09-30,32878.45517561602,32878.45011796356,32878.46013041829,32878.418423048526,category,Office Supplies
2018-10-31,20561.46595271854,20561.46112928659,20561.470905833885,20561.4506774603,category,Office Supplies
2018-11-30,33940.65237755143,33940.64727425482,33940.65784603635,33940.657581552536,category,Office Supplies
2018-12-31,30903.612031295233,30903.607557691874,30903.617247429367,30903.661498587167,category,Office Supplies
2019-01-31,17050.423064917286,17050.41419764611,17050.433807983805,,category,Office Supplies
2019-02-28,18223.055416308212,18223.02409528971,18223.089053349446,,category,Office Supplies
2019-03-31,25259.47700636661,25259.412384163857,25259.54136498543,,category,Office Supplies
2019-04-30,23866.4255219195,23866.32316192328,23866.52822234687,,category,Office Supplies
2019-05-31,18349.02018533073,18348.871654300638,18349.171121813695,,category,Office Supplies
2019-06-30,22398.82377133254,22398.622867278118,22399.03407782583,,category,Office Supplies
2019-07-31,18729.91856803262,18729.655444537188,18730.18106902049,,category,Office Supplies
2019-08-31,26027.009691469422,26026.680391359198,26027.336955383347,,category,Office Supplies
2019-09-30,36457.371438114904,36456.97539973978,36457.765013117685,,category,Office Supplies
2019-10-31,22898.86237106826,22898.400872198188,22899.3330710678,,category,Office Supplies
2019-11-30,40417.23661829219,40416.70454397497,40417.788846412215,,category,Office Supplies
2019-12-31,29975.171358489293,29974.557459079813,29975.824630511797,,category,Office Supplies
2014-01-31,3955.567097423045,3955.565929383507,3955.5683961770355,3955.448429312124,category,Technology
2014-02-28,1234.6793581732272,1234.6781302984164,1234.6805669930407,1234.603504496792,category,Technology
2014-03-31,19750.59493449566,19750.59367151628,19750.596124505533,19750.76004894223,category,Technology
2014-04-30,8255.179937792755,8255.178721922312,8255.18112967953,8255.225292661984,category,Technology
2014-05-31,10232.627075854329,10232.625887397218,10232.628364112827,10232.5517560216,category,Technology
2014-06-30,7155.01266853195,7155.011353064213,7155.01381127569,7154.986702143428,category,Technology
2014-07-31,9351.460633722207,9351.459366488185,9351.461745316941,9351.596073728771,category,Technology
2014-08-31,10200.971452955833,10200.970300409506,10200.9726410958,10200.944810566372,category,Technology
2014-09-30,21122.186762259505,21122.185493268305,21122.18795867979,21122.098956193586,category,Technology
2014-10-31,14124.340032992073,14124.338791426786,14124.341271794641,14124.380094482623,category,Technology
2014-11-30,27710.891757644877,27710.890547574523,27710.89289734487,27710.98225831075,category,Technology
2014-12-31,23665.956460102407,23665.955126136676,23665.95766414857,23666.01220906112,category,Technology
2015-01-31,5127.721857941702,5127.720601937151,5127.723011226093,5127.602114167241,category,Technology
2015-02-28,4118.953885328987,4118.952710245435,4118.955080392171,4118.87113157314,category,Technology
2015-03-31,22410.425947482872,22410.424659738346,22410.427145776477,22410.590378232773,category,Technology
2015-04-30,12960.786570637169,12960.785315313457,12960.787814754167,12960.839035344605,category,Technology
2015-05-31,10892.963143839188,10892.961852887604,10892.964369570305,10892.881246640807,category,Technology
2015-06-30,9480.094440964607,9480.093186574088,9480.095668956788,9480.066191219516,category,Technology
2015-07-31,12827.099339992295,12827.098187721582,12827.100607278786,12827.233523403573,category,Technology
2015-08-31,16651.371592468553,16651.37035331471,16651.37276015492,16651.348162757273,category,Technology
2015-09-30,25455.194197612902,25455.19293790394,25455.195401940116,25455.10492760926,category,Technology
2015-10-31,10863.39935772961,10863.398149994542,10863.400601865758,10863.433109353604,category,Technology
2015-11-30,29935.58856013942,29935.587230682235,29935.589827940683,29935.679221700902,category,Technology
2015-12-31,32686.07250359921,32686.071270583823,32686.07367823608,32686.13271275375,category,Technology
2016-01-31,6232.266673163642,6232.265516681425,6232.26795015701,6232.14539363919,category,Technology
2016-02-29,7555.374717060329,7555.373492314837,7555.375984813879,7555.308530787446,category,Technology
2016-03-31,26518.514986182992,26518.513804691047,26518.51613193872,26518.673432154268,category,Technology
2016-04-30,10822.982920105398,10822.981647668616,10822.984079395317,10823.019523875802,category,Technology
2016-05-31,20893.641472296473,20893.640264749498,20893.642643111074,20893.5626247074,category,Technology
2016-06-30,14728.063088221823,14728.061860153564,14728.064281575764,14728.046760628677,category,Technology
2016-07-31,14669.562995162793,14669.561708732506,14669.564188522616,14669.693539148178,category,Technology
2016-08-31,9359.096543334801,9359.095388585869,9359.097723144421,9359.05940063825,category,Technology
2016-09-30,24093.56656353177,24093.565393605197,24093.567848870796,24093.477289332237,category,Technology
2016-10-31,32612.261940001496,32612.260730403097,32612.263214860774,32612.30976950732,category,Technology
2016-11-30,35777.21022671024,35777.20894190667,35777.21140156181,35777.29784726778,category,Technology
2016-12-31,17730.026342419358,17730.025170135897,17730.027508734824,17730.068094374183,category,Technology
2017-01-31,14776.820017829468,14776.818804179284,14776.82121613123,14776.698487593803,category,Technology
2017-02-28,10422.056511454346,10422.05536347717,10422.057824840162,10421.98360886023,category,Technology
2017-03-31,29161.74956060144,29161.74846553723,29161.750812025002,29161.9087319334,category,Technology
2017-04-30,15584.02222968492,15584.02097244218,15584.023450495044,15584.062548809914,category,Technology
2017-05-31,21608.916010309422,21608.914787521167,21608.91730963552,21608.83472204212,category,Technology
2017-06-30,16946.68999862892,16946.688777306386,16946.691249746476,16946.66734924954,category,Technology
2017-07-31,18007.16540823628,18007.1641445111,18007.1666762781,18007.29739696725,category,Technology
2017-08-31,15810.719213470522,15810.718011666922,15810.720321368432,15810.684094272738,category,Technology
2017-09-30,28710.17921899094,28710.177962505,28710.18039437266,28710.089039258342,category,Technology
2017-10-31,29418.55748617326,29418.55624750844,29418.55866481931,29418.59945784392,category,Technology
2017-11-30,37700.75549005546,37700.75431379214,37700.75680784539,37700.84183156358,category,Technology
2017-12-31,26720.968667797682,26720.967507725625,26720.969980988903,26721.01609858176,category,Technology
2018-01-31,16018.489901786874,16018.488680598077,16018.491102083308,16018.366781131224,category,Technology
2018-02-28,13297.665152104733,13297.663987492027,13297.666355116358,13297.584524836151,category,Technology
2018-03-31,31813.650466853076,31813.64923850722,31813.651643291596,31813.810452126825,category,Technology
2018-04-30,20318.301181858937,20318.299940354333,20318.302396765226,20318.342840511115,category,Technology
2018-05-31,22295.816222102974,22295.814972543245,22295.817405462025,22295.73868673945,category,Technology
2018-06-30,19218.27065354904,19218.26950556819,19218.271818859757,19218.2407771608,category,Technology
2018-07-31,21414.789752150533,21414.788516533867,21414.79100122975,21414.919531206197,category,Technology
2018-08-31,22264.369096414983,22264.367837738977,22264.370238306587,22264.337650725385,category,Technology
2018-09-30,33185.65072021291,33185.6494188314,33185.65196451298,33185.55894096176,category,Technology
2018-10-31,26187.8735820527,26187.872377267806,26187.87485475296,26187.90946207239,category,Technology
2018-11-30,39774.49241843002,39774.49115814393,39774.49359423611,39774.57877050351,category,Technology
2018-12-31,35729.62646973034,35729.62519831082,35729.62774892026,35729.67810427046,category,Technology
2019-01-31,17191.464106642903,17191.4611640987,17191.467449267464,,category,Technology
2019-02-28,16182.761382271596,16182.751819319621,16182.771748930334,,category,Technology
2019-03-31,34474.30317163352,34474.282421690936,34474.323791889125,,category,Technology
2019-04-30,25024.731272713823,25024.698784250108,25024.765582064203,,category,Technology
2019-05-31,22956.92541766255,22956.88130864384,22956.97455938631,,category,Technology
2019-06-30,21544.073719676584,21544.016831551868,21544.137173447536,,category,Technology
2019-07-31,24891.078514105317,24891.0038565498,24891.159714940914,,category,Technology
2019-08-31,28715.35066200116,28715.260077153864,28715.446062733645,,category,Technology
2019-09-30,37519.17147874647,37519.06432842224,37519.28662534598,,category,Technology
2019-10-31,22927.374790830698,22927.246119861622,22927.514093761485,,category,Technology
2019-11-30,41999.56325088655,41999.41103807846,41999.7179841647,,category,Technology
2019-12-31,44750.04642722258,44749.87494561783,44750.222104172564,,category,Technology
2014-01-31,1054.6023198772523,1054.6023185746867,1054.6023210927667,1054.59261140904,subcategory,Bookcases
2014-02-28,49.824685896095616,49.82468467804401,49.82468718194216,49.8379427083396,subcategory,Bookcases
2014-03-31,1882.8850956326148,1882.8850943647715,1882.8850968096638,1882.8916605728589,subcategory,Bookcases
2014-04-30,896.1416818205157,896.1416806124831,896.1416830771321,896.1548303459192,subcategory,Bookcases
2014-05-31,1604.2586329293142,1604.2586317370105,1604.25863424474,1604.2353053487743,subcategory,Bookcases
2014-06-30,1566.3692291918014,1566.3692278646004,1566.3692304144217,1566.3627467642038,subcategory,Bookcases
2014-07-31,1883.7131853454298,1883.7131841225455,1883.7131865135195,1883.743299491789,subcategory,Bookcases
2014-08-31,1482.7965895233829,1482.7965882725491,1482.796590758642,1482.8118723662417,subcategory,Bookcases
2014-09-30,5858.2168986396955,5858.216897453108,5858.216899931939,5858.191626571932,subcategory,Bookcases
2014-10-31,1424.218067451931,1424.218066150213,1424.2180686135728,1424.2348329186714,subcategory,Bookcases
2014-11-30,5925.664553936716,5925.664552589426,5925.6645551662605,5925.679658041956,subcategory,Bookcases
2014-12-31,2343.2324508205393,2343.2324495410235,2343.2324521324304,2343.2250111113344,subcategory,Bookcases
2015-01-31,1328.9030082879567,1328.9030070161555,1328.9030095755381,1328.8925110653593,subcategory,Bookcases
2015-02-28,-80.46739067123735,-80.46739186929914,-80.46738934351644,-80.45426436275102,subcategory,Bookcases
2015-03-31,2560.5992111010705,2560.5992098351057,2560.5992124177437,2560.6044541490014,subcategory,Bookcases
2015-04-30,894.6471954492363,894.6471941837992,894.6471967583966,894.6609627573191,subcategory,Bookcases
